,Country,LOCATION,ISO CODE 2 letter,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,value_to_usdollar,Flag Codes
1018,Spain,ESP,ES,PPP,TOT,NATUSD,A,2003,0.760047,
1019,Spain,ESP,ES,PPP,TOT,NATUSD,A,2004,0.76653,
1020,Spain,ESP,ES,PPP,TOT,NATUSD,A,2005,0.769508,
1021,Spain,ESP,ES,PPP,TOT,NATUSD,A,2006,0.7369829999999999,
1022,Spain,ESP,ES,PPP,TOT,NATUSD,A,2007,0.7333,
1023,Spain,ESP,ES,PPP,TOT,NATUSD,A,2008,0.725862,
1024,Spain,ESP,ES,PPP,TOT,NATUSD,A,2009,0.718152,
1025,Spain,ESP,ES,PPP,TOT,NATUSD,A,2010,0.72637,
1026,Spain,ESP,ES,PPP,TOT,NATUSD,A,2011,0.714129,
1027,Spain,ESP,ES,PPP,TOT,NATUSD,A,2012,0.694976,
1028,Spain,ESP,ES,PPP,TOT,NATUSD,A,2013,0.6748,
1029,Spain,ESP,ES,PPP,TOT,NATUSD,A,2014,0.662359,
1030,Spain,ESP,ES,PPP,TOT,NATUSD,A,2015,0.66474,
1031,Spain,ESP,ES,PPP,TOT,NATUSD,A,2016,0.642644,
1032,Spain,ESP,ES,PPP,TOT,NATUSD,A,2017,0.628831,
1033,Spain,ESP,ES,PPP,TOT,NATUSD,A,2018,0.612611,
1034,Spain,ESP,ES,PPP,TOT,NATUSD,A,2019,0.607903,
1035,Sweden,SWE,SE,PPP,TOT,NATUSD,A,2000,9.160267999999999,
1036,Sweden,SWE,SE,PPP,TOT,NATUSD,A,2001,9.400158,
1037,Sweden,SWE,SE,PPP,TOT,NATUSD,A,2002,9.413655,
1038,Sweden,SWE,SE,PPP,TOT,NATUSD,A,2003,9.495769000000001,
1039,Sweden,SWE,SE,PPP,TOT,NATUSD,A,2004,9.302011,
1040,Sweden,SWE,SE,PPP,TOT,NATUSD,A,2005,9.479182000000002,
1041,Sweden,SWE,SE,PPP,TOT,NATUSD,A,2006,9.123664999999999,
1042,Sweden,SWE,SE,PPP,TOT,NATUSD,A,2007,8.88369,
1043,Sweden,SWE,SE,PPP,TOT,NATUSD,A,2008,8.778986,
1044,Sweden,SWE,SE,PPP,TOT,NATUSD,A,2009,8.914178999999999,
1045,Sweden,SWE,SE,PPP,TOT,NATUSD,A,2010,9.017736,
1046,Sweden,SWE,SE,PPP,TOT,NATUSD,A,2011,8.844042,
1047,Sweden,SWE,SE,PPP,TOT,NATUSD,A,2012,8.654767999999999,
1048,Sweden,SWE,SE,PPP,TOT,NATUSD,A,2013,8.597681,
1049,Sweden,SWE,SE,PPP,TOT,NATUSD,A,2014,8.727131,
1050,Sweden,SWE,SE,PPP,TOT,NATUSD,A,2015,8.854383,
1051,Sweden,SWE,SE,PPP,TOT,NATUSD,A,2016,8.822586,
1052,Sweden,SWE,SE,PPP,TOT,NATUSD,A,2017,8.824069999999999,
1053,Sweden,SWE,SE,PPP,TOT,NATUSD,A,2018,8.589563,
1054,Sweden,SWE,SE,PPP,TOT,NATUSD,A,2019,8.620421,
1055,Switzerland,CHE,CH,PPP,TOT,NATUSD,A,2000,1.788109,
1056,Switzerland,CHE,CH,PPP,TOT,NATUSD,A,2001,1.7683790000000001,
1057,Switzerland,CHE,CH,PPP,TOT,NATUSD,A,2002,1.70976,
1058,Switzerland,CHE,CH,PPP,TOT,NATUSD,A,2003,1.717018,
1059,Switzerland,CHE,CH,PPP,TOT,NATUSD,A,2004,1.693209,
1060,Switzerland,CHE,CH,PPP,TOT,NATUSD,A,2005,1.686548,
1061,Switzerland,CHE,CH,PPP,TOT,NATUSD,A,2006,1.600989,
1062,Switzerland,CHE,CH,PPP,TOT,NATUSD,A,2007,1.533994,
1063,Switzerland,CHE,CH,PPP,TOT,NATUSD,A,2008,1.493049,
1064,Switzerland,CHE,CH,PPP,TOT,NATUSD,A,2009,1.46898,
1065,Switzerland,CHE,CH,PPP,TOT,NATUSD,A,2010,1.464944,
1066,Switzerland,CHE,CH,PPP,TOT,NATUSD,A,2011,1.397498,
1067,Switzerland,CHE,CH,PPP,TOT,NATUSD,A,2012,1.354072,
1068,Switzerland,CHE,CH,PPP,TOT,NATUSD,A,2013,1.3124770000000001,
1069,Switzerland,CHE,CH,PPP,TOT,NATUSD,A,2014,1.2817610000000002,
1070,Switzerland,CHE,CH,PPP,TOT,NATUSD,A,2015,1.2357879999999999,
1071,Switzerland,CHE,CH,PPP,TOT,NATUSD,A,2016,1.201964,
1072,Switzerland,CHE,CH,PPP,TOT,NATUSD,A,2017,1.183945,
1073,Switzerland,CHE,CH,PPP,TOT,NATUSD,A,2018,1.1426209999999999,
1074,Switzerland,CHE,CH,PPP,TOT,NATUSD,A,2019,1.125833,
1075,Turkey,TUR,TR,PPP,TOT,NATUSD,A,2000,0.281508,
1076,Turkey,TUR,TR,PPP,TOT,NATUSD,A,2001,0.414892,
1077,Turkey,TUR,TR,PPP,TOT,NATUSD,A,2002,0.591251,
1078,Turkey,TUR,TR,PPP,TOT,NATUSD,A,2003,0.737306,
1079,Turkey,TUR,TR,PPP,TOT,NATUSD,A,2004,0.79283,
1080,Turkey,TUR,TR,PPP,TOT,NATUSD,A,2005,0.8345889999999999,
1081,Turkey,TUR,TR,PPP,TOT,NATUSD,A,2006,0.842933,
1082,Turkey,TUR,TR,PPP,TOT,NATUSD,A,2007,0.8523440000000001,
1083,Turkey,TUR,TR,PPP,TOT,NATUSD,A,2008,0.8799600000000001,
1084,Turkey,TUR,TR,PPP,TOT,NATUSD,A,2009,0.903963,
1085,Turkey,TUR,TR,PPP,TOT,NATUSD,A,2010,0.919607,
1086,Turkey,TUR,TR,PPP,TOT,NATUSD,A,2011,0.966176,
1087,Turkey,TUR,TR,PPP,TOT,NATUSD,A,2012,1.0198559999999999,
1088,Turkey,TUR,TR,PPP,TOT,NATUSD,A,2013,1.070294,
1089,Turkey,TUR,TR,PPP,TOT,NATUSD,A,2014,1.1045040000000002,
1090,Turkey,TUR,TR,PPP,TOT,NATUSD,A,2015,1.162452,
1091,Turkey,TUR,TR,PPP,TOT,NATUSD,A,2016,1.241052,
1092,Turkey,TUR,TR,PPP,TOT,NATUSD,A,2017,1.379575,
1093,Turkey,TUR,TR,PPP,TOT,NATUSD,A,2018,1.583491,
1094,Turkey,TUR,TR,PPP,TOT,NATUSD,A,2019,1.840625,
1095,United Kingdom,GBR,GB,PPP,TOT,NATUSD,A,2000,0.704306,
1096,United Kingdom,GBR,GB,PPP,TOT,NATUSD,A,2001,0.6943819999999999,
1097,United Kingdom,GBR,GB,PPP,TOT,NATUSD,A,2002,0.6898770000000001,
1098,United Kingdom,GBR,GB,PPP,TOT,NATUSD,A,2003,0.696596,
1099,United Kingdom,GBR,GB,PPP,TOT,NATUSD,A,2004,0.6884100000000001,
1100,United Kingdom,GBR,GB,PPP,TOT,NATUSD,A,2005,0.707619,
1101,United Kingdom,GBR,GB,PPP,TOT,NATUSD,A,2006,0.6974199999999999,
1102,United Kingdom,GBR,GB,PPP,TOT,NATUSD,A,2007,0.7101,
1103,United Kingdom,GBR,GB,PPP,TOT,NATUSD,A,2008,0.701691,
1104,United Kingdom,GBR,GB,PPP,TOT,NATUSD,A,2009,0.709551,
1105,United Kingdom,GBR,GB,PPP,TOT,NATUSD,A,2010,0.701707,
1106,United Kingdom,GBR,GB,PPP,TOT,NATUSD,A,2011,0.706052,
1107,United Kingdom,GBR,GB,PPP,TOT,NATUSD,A,2012,0.701634,
1108,United Kingdom,GBR,GB,PPP,TOT,NATUSD,A,2013,0.695248,
1109,United Kingdom,GBR,GB,PPP,TOT,NATUSD,A,2014,0.698444,
1110,United Kingdom,GBR,GB,PPP,TOT,NATUSD,A,2015,0.692551,
1111,United Kingdom,GBR,GB,PPP,TOT,NATUSD,A,2016,0.688603,
1112,United Kingdom,GBR,GB,PPP,TOT,NATUSD,A,2017,0.682422,
1113,United Kingdom,GBR,GB,PPP,TOT,NATUSD,A,2018,0.662639,
1114,United Kingdom,GBR,GB,PPP,TOT,NATUSD,A,2019,0.664175,
1115,United States,USA,US,PPP,TOT,NATUSD,A,2000,1.0,
1116,United States,USA,US,PPP,TOT,NATUSD,A,2001,1.0,
1117,United States,USA,US,PPP,TOT,NATUSD,A,2002,1.0,
1118,United States,USA,US,PPP,TOT,NATUSD,A,2003,1.0,
1119,United States,USA,US,PPP,TOT,NATUSD,A,2004,1.0,
1120,United States,USA,US,PPP,TOT,NATUSD,A,2005,1.0,
1121,United States,USA,US,PPP,TOT,NATUSD,A,2006,1.0,
1122,United States,USA,US,PPP,TOT,NATUSD,A,2007,1.0,
1123,United States,USA,US,PPP,TOT,NATUSD,A,2008,1.0,
1124,United States,USA,US,PPP,TOT,NATUSD,A,2009,1.0,
1125,United States,USA,US,PPP,TOT,NATUSD,A,2010,1.0,
1126,United States,USA,US,PPP,TOT,NATUSD,A,2011,1.0,
1127,United States,USA,US,PPP,TOT,NATUSD,A,2012,1.0,
1128,United States,USA,US,PPP,TOT,NATUSD,A,2013,1.0,
1129,United States,USA,US,PPP,TOT,NATUSD,A,2014,1.0,
1130,United States,USA,US,PPP,TOT,NATUSD,A,2015,1.0,
1131,United States,USA,US,PPP,TOT,NATUSD,A,2016,1.0,
1132,United States,USA,US,PPP,TOT,NATUSD,A,2017,1.0,
1133,United States,USA,US,PPP,TOT,NATUSD,A,2018,1.0,
1134,United States,USA,US,PPP,TOT,NATUSD,A,2019,1.0,
1135,Zambia,ZMB,ZM,PPP,TOT,NATUSD,A,2000,0.653737,
1136,Zambia,ZMB,ZM,PPP,TOT,NATUSD,A,2001,0.801751,
1137,Zambia,ZMB,ZM,PPP,TOT,NATUSD,A,2002,0.942313,
1138,Zambia,ZMB,ZM,PPP,TOT,NATUSD,A,2003,1.088027,
1139,Zambia,ZMB,ZM,PPP,TOT,NATUSD,A,2004,1.2684030000000002,
1140,Zambia,ZMB,ZM,PPP,TOT,NATUSD,A,2005,1.434898,
1141,Zambia,ZMB,ZM,PPP,TOT,NATUSD,A,2006,1.5952879999999998,
1142,Zambia,ZMB,ZM,PPP,TOT,NATUSD,A,2007,1.755055,
1143,Zambia,ZMB,ZM,PPP,TOT,NATUSD,A,2008,1.9047470000000002,
1144,Zambia,ZMB,ZM,PPP,TOT,NATUSD,A,2009,1.9954330000000002,
1145,Zambia,ZMB,ZM,PPP,TOT,NATUSD,A,2010,2.247623,
1146,Zambia,ZMB,ZM,PPP,TOT,NATUSD,A,2011,2.446346,
1147,Zambia,ZMB,ZM,PPP,TOT,NATUSD,A,2012,2.646239,
1148,Zambia,ZMB,ZM,PPP,TOT,NATUSD,A,2013,2.828945,
1149,Zambia,ZMB,ZM,PPP,TOT,NATUSD,A,2014,3.06475,
1150,Zambia,ZMB,ZM,PPP,TOT,NATUSD,A,2015,3.365914,
1151,Zambia,ZMB,ZM,PPP,TOT,NATUSD,A,2016,3.8776129999999998,
1152,Zambia,ZMB,ZM,PPP,TOT,NATUSD,A,2017,4.19258,
1153,Zambia,ZMB,ZM,PPP,TOT,NATUSD,A,2018,4.4747010000000005,
