LOCATION,TIME,"Borrowers from commercial banks (per 1,000 adults)"
ETH,2016,0
ETH,2017,0
ETH,2018,0
ETH,2019,0
ETH,2020,0
FRO,1960,0
FRO,1961,0
FRO,1962,0
FRO,1963,0
FRO,1964,0
FRO,1965,0
FRO,1966,0
FRO,1967,0
FRO,1968,0
FRO,1969,0
FRO,1970,0
FRO,1971,0
FRO,1972,0
FRO,1973,0
FRO,1974,0
FRO,1975,0
FRO,1976,0
FRO,1977,0
FRO,1978,0
FRO,1979,0
FRO,1980,0
FRO,1981,0
FRO,1982,0
FRO,1983,0
FRO,1984,0
FRO,1985,0
FRO,1986,0
FRO,1987,0
FRO,1988,0
FRO,1989,0
FRO,1990,0
FRO,1991,0
FRO,1992,0
FRO,1993,0
FRO,1994,0
FRO,1995,0
FRO,1996,0
FRO,1997,0
FRO,1998,0
FRO,1999,0
FRO,2000,0
FRO,2001,0
FRO,2002,0
FRO,2003,0
FRO,2004,0
FRO,2005,0
FRO,2006,0
FRO,2007,0
FRO,2008,0
FRO,2009,0
FRO,2010,0
FRO,2011,0
FRO,2012,0
FRO,2013,0
FRO,2014,0
FRO,2015,0
FRO,2016,0
FRO,2017,0
FRO,2018,0
FRO,2019,0
FRO,2020,0
FJI,1960,0
FJI,1961,0
FJI,1962,0
FJI,1963,0
FJI,1964,0
FJI,1965,0
FJI,1966,0
FJI,1967,0
FJI,1968,0
FJI,1969,0
FJI,1970,0
FJI,1971,0
FJI,1972,0
FJI,1973,0
FJI,1974,0
FJI,1975,0
FJI,1976,0
FJI,1977,0
FJI,1978,0
FJI,1979,0
FJI,1980,0
FJI,1981,0
FJI,1982,0
FJI,1983,0
FJI,1984,0
FJI,1985,0
FJI,1986,0
FJI,1987,0
FJI,1988,0
FJI,1989,0
FJI,1990,0
FJI,1991,0
FJI,1992,0
FJI,1993,0
FJI,1994,0
FJI,1995,0
FJI,1996,0
FJI,1997,0
FJI,1998,0
FJI,1999,0
FJI,2000,0
FJI,2001,0
FJI,2002,0
FJI,2003,0
FJI,2004,0
FJI,2005,0
FJI,2006,0
FJI,2007,0
FJI,2008,0
FJI,2009,0
FJI,2010,0
FJI,2011,0
FJI,2012,0
FJI,2013,0
FJI,2014,0
FJI,2015,0
FJI,2016,0
FJI,2017,0
FJI,2018,0
FJI,2019,0
FJI,2020,0
FIN,1960,0
FIN,1961,0
FIN,1962,0
FIN,1963,0
FIN,1964,0
FIN,1965,0
FIN,1966,0
FIN,1967,0
FIN,1968,0
FIN,1969,0
FIN,1970,0
FIN,1971,0
FIN,1972,0
FIN,1973,0
FIN,1974,0
FIN,1975,0
FIN,1976,0
FIN,1977,0
FIN,1978,0
FIN,1979,0
FIN,1980,0
FIN,1981,0
FIN,1982,0
FIN,1983,0
FIN,1984,0
FIN,1985,0
FIN,1986,0
FIN,1987,0
FIN,1988,0
FIN,1989,0
FIN,1990,0
FIN,1991,0
FIN,1992,0
FIN,1993,0
FIN,1994,0
FIN,1995,0
FIN,1996,0
FIN,1997,0
FIN,1998,0
FIN,1999,0
FIN,2000,0
FIN,2001,0
FIN,2002,0
FIN,2003,0
FIN,2004,0
FIN,2005,0
FIN,2006,0
FIN,2007,0
FIN,2008,0
FIN,2009,0
FIN,2010,0
FIN,2011,0
FIN,2012,0
FIN,2013,0
FIN,2014,0
FIN,2015,0
FIN,2016,0
FIN,2017,0
FIN,2018,0
FIN,2019,0
FIN,2020,0
FRA,1960,0
FRA,1961,0
FRA,1962,0
FRA,1963,0
FRA,1964,0
FRA,1965,0
FRA,1966,0
FRA,1967,0
FRA,1968,0
FRA,1969,0
FRA,1970,0
FRA,1971,0
FRA,1972,0
FRA,1973,0
FRA,1974,0
FRA,1975,0
FRA,1976,0
FRA,1977,0
FRA,1978,0
FRA,1979,0
FRA,1980,0
FRA,1981,0
FRA,1982,0
FRA,1983,0
FRA,1984,0
FRA,1985,0
FRA,1986,0
FRA,1987,0
FRA,1988,0
FRA,1989,0
FRA,1990,0
FRA,1991,0
FRA,1992,0
FRA,1993,0
FRA,1994,0
FRA,1995,0
FRA,1996,0
FRA,1997,0
FRA,1998,0
FRA,1999,0
FRA,2000,0
FRA,2001,0
FRA,2002,0
FRA,2003,0
FRA,2004,0
FRA,2005,0
FRA,2006,0
FRA,2007,0
FRA,2008,0
FRA,2009,0
FRA,2010,0
FRA,2011,0
FRA,2012,0
FRA,2013,0
FRA,2014,0
FRA,2015,0
FRA,2016,0
FRA,2017,0
FRA,2018,0
FRA,2019,0
FRA,2020,0
PYF,1960,0
PYF,1961,0
PYF,1962,0
PYF,1963,0
PYF,1964,0
PYF,1965,0
PYF,1966,0
PYF,1967,0
PYF,1968,0
PYF,1969,0
PYF,1970,0
PYF,1971,0
PYF,1972,0
PYF,1973,0
PYF,1974,0
PYF,1975,0
PYF,1976,0
PYF,1977,0
PYF,1978,0
PYF,1979,0
PYF,1980,0
PYF,1981,0
PYF,1982,0
PYF,1983,0
PYF,1984,0
PYF,1985,0
PYF,1986,0
PYF,1987,0
PYF,1988,0
PYF,1989,0
PYF,1990,0
PYF,1991,0
PYF,1992,0
PYF,1993,0
PYF,1994,0
PYF,1995,0
PYF,1996,0
PYF,1997,0
PYF,1998,0
PYF,1999,0
PYF,2000,0
PYF,2001,0
PYF,2002,0
PYF,2003,0
PYF,2004,0
PYF,2005,0
PYF,2006,0
PYF,2007,0
PYF,2008,0
PYF,2009,0
PYF,2010,0
PYF,2011,0
PYF,2012,0
PYF,2013,0
PYF,2014,0
PYF,2015,0
PYF,2016,0
PYF,2017,0
PYF,2018,0
PYF,2019,0
PYF,2020,0
GAB,1960,0
GAB,1961,0
GAB,1962,0
GAB,1963,0
GAB,1964,0
GAB,1965,0
GAB,1966,0
GAB,1967,0
GAB,1968,0
GAB,1969,0
GAB,1970,0
GAB,1971,0
GAB,1972,0
GAB,1973,0
GAB,1974,0
GAB,1975,0
GAB,1976,0
GAB,1977,0
GAB,1978,0
GAB,1979,0
GAB,1980,0
GAB,1981,0
GAB,1982,0
GAB,1983,0
GAB,1984,0
GAB,1985,0
GAB,1986,0
GAB,1987,0
GAB,1988,0
GAB,1989,0
GAB,1990,0
GAB,1991,0
GAB,1992,0
GAB,1993,0
GAB,1994,0
GAB,1995,0
GAB,1996,0
GAB,1997,0
GAB,1998,0
GAB,1999,0
GAB,2000,0
GAB,2001,0
GAB,2002,0
GAB,2003,0
GAB,2004,0
GAB,2005,12.75139696
GAB,2006,15.10563308
GAB,2007,15.6408676
GAB,2008,15.73884483
GAB,2009,16.61641774
GAB,2010,20.35184954
GAB,2011,25.48295567
GAB,2012,43.6260859
GAB,2013,96.69298229
GAB,2014,0
GAB,2015,0
GAB,2016,0
GAB,2017,0
GAB,2018,0
GAB,2019,0
GAB,2020,0
GMB,1960,0
GMB,1961,0
GMB,1962,0
GMB,1963,0
GMB,1964,0
GMB,1965,0
GMB,1966,0
GMB,1967,0
GMB,1968,0
GMB,1969,0
GMB,1970,0
GMB,1971,0
GMB,1972,0
GMB,1973,0
GMB,1974,0
GMB,1975,0
GMB,1976,0
GMB,1977,0
GMB,1978,0
GMB,1979,0
GMB,1980,0
GMB,1981,0
GMB,1982,0
GMB,1983,0
GMB,1984,0
GMB,1985,0
GMB,1986,0
GMB,1987,0
GMB,1988,0
GMB,1989,0
GMB,1990,0
GMB,1991,0
GMB,1992,0
GMB,1993,0
GMB,1994,0
GMB,1995,0
GMB,1996,0
GMB,1997,0
GMB,1998,0
GMB,1999,0
GMB,2000,0
GMB,2001,0
GMB,2002,0
GMB,2003,0
GMB,2004,0
GMB,2005,0
GMB,2006,0
GMB,2007,0
GMB,2008,0
GMB,2009,0
GMB,2010,0
GMB,2011,0
GMB,2012,0
GMB,2013,0
GMB,2014,0
GMB,2015,0
GMB,2016,0
GMB,2017,0
GMB,2018,0
GMB,2019,0
GMB,2020,0
GEO,1960,0
GEO,1961,0
GEO,1962,0
GEO,1963,0
GEO,1964,0
GEO,1965,0
GEO,1966,0
GEO,1967,0
GEO,1968,0
GEO,1969,0
GEO,1970,0
GEO,1971,0
GEO,1972,0
GEO,1973,0
GEO,1974,0
GEO,1975,0
GEO,1976,0
GEO,1977,0
GEO,1978,0
GEO,1979,0
GEO,1980,0
GEO,1981,0
GEO,1982,0
GEO,1983,0
GEO,1984,0
GEO,1985,0
GEO,1986,0
GEO,1987,0
GEO,1988,0
GEO,1989,0
GEO,1990,0
GEO,1991,0
GEO,1992,0
GEO,1993,0
GEO,1994,0
GEO,1995,0
GEO,1996,0
GEO,1997,0
GEO,1998,0
GEO,1999,0
GEO,2000,0
GEO,2001,0
GEO,2002,0
GEO,2003,0
GEO,2004,24.36441213
GEO,2005,38.15377332
GEO,2006,70.64691146
GEO,2007,122.7964261
GEO,2008,160.7265686
GEO,2009,185.5556046
GEO,2010,224.9817658
GEO,2011,304.9823253
GEO,2012,320.4677614
GEO,2013,410.3796518
GEO,2014,462.6724182
GEO,2015,440.13884
GEO,2016,466.6179392
GEO,2017,566.3672625
GEO,2018,647.0639406
GEO,2019,534.5883424
GEO,2020,0
DEU,1960,0
DEU,1961,0
DEU,1962,0
DEU,1963,0
DEU,1964,0
DEU,1965,0
DEU,1966,0
DEU,1967,0
DEU,1968,0
DEU,1969,0
DEU,1970,0
DEU,1971,0
DEU,1972,0
DEU,1973,0
DEU,1974,0
DEU,1975,0
DEU,1976,0
DEU,1977,0
DEU,1978,0
DEU,1979,0
DEU,1980,0
DEU,1981,0
DEU,1982,0
DEU,1983,0
DEU,1984,0
DEU,1985,0
DEU,1986,0
DEU,1987,0
DEU,1988,0
DEU,1989,0
DEU,1990,0
DEU,1991,0
DEU,1992,0
DEU,1993,0
DEU,1994,0
DEU,1995,0
DEU,1996,0
DEU,1997,0
DEU,1998,0
DEU,1999,0
DEU,2000,0
DEU,2001,0
DEU,2002,0
DEU,2003,0
DEU,2004,0
DEU,2005,0
DEU,2006,0
DEU,2007,0
DEU,2008,0
DEU,2009,0
DEU,2010,0
DEU,2011,0
DEU,2012,0
DEU,2013,0
DEU,2014,0
DEU,2015,0
DEU,2016,0
DEU,2017,0
DEU,2018,0
DEU,2019,0
DEU,2020,0
GHA,1960,0
GHA,1961,0
GHA,1962,0
GHA,1963,0
GHA,1964,0
GHA,1965,0
GHA,1966,0
GHA,1967,0
GHA,1968,0
GHA,1969,0
GHA,1970,0
GHA,1971,0
GHA,1972,0
GHA,1973,0
GHA,1974,0
GHA,1975,0
GHA,1976,0
GHA,1977,0
GHA,1978,0
GHA,1979,0
GHA,1980,0
GHA,1981,0
GHA,1982,0
GHA,1983,0
GHA,1984,0
GHA,1985,0
GHA,1986,0
GHA,1987,0
GHA,1988,0
GHA,1989,0
GHA,1990,0
GHA,1991,0
GHA,1992,0
GHA,1993,0
GHA,1994,0
GHA,1995,0
GHA,1996,0
GHA,1997,0
GHA,1998,0
GHA,1999,0
GHA,2000,0
GHA,2001,0
GHA,2002,0
GHA,2003,0
GHA,2004,27.29659947
GHA,2005,19.06250543
GHA,2006,22.84483763
GHA,2007,23.28821631
GHA,2008,37.0675239
GHA,2009,33.33055674
GHA,2010,34.71335829
GHA,2011,34.88796226
GHA,2012,0
GHA,2013,0
GHA,2014,45.6003403
GHA,2015,46.66232695
GHA,2016,43.77566692
GHA,2017,48.37334039
GHA,2018,40.91021847
GHA,2019,0
GHA,2020,0
GIB,1960,0
GIB,1961,0
GIB,1962,0
GIB,1963,0
GIB,1964,0
GIB,1965,0
GIB,1966,0
GIB,1967,0
GIB,1968,0
GIB,1969,0
GIB,1970,0
GIB,1971,0
GIB,1972,0
GIB,1973,0
GIB,1974,0
GIB,1975,0
GIB,1976,0
GIB,1977,0
GIB,1978,0
GIB,1979,0
GIB,1980,0
GIB,1981,0
GIB,1982,0
GIB,1983,0
GIB,1984,0
GIB,1985,0
GIB,1986,0
GIB,1987,0
GIB,1988,0
GIB,1989,0
GIB,1990,0
GIB,1991,0
GIB,1992,0
GIB,1993,0
GIB,1994,0
GIB,1995,0
GIB,1996,0
GIB,1997,0
GIB,1998,0
GIB,1999,0
GIB,2000,0
GIB,2001,0
GIB,2002,0
GIB,2003,0
GIB,2004,0
GIB,2005,0
GIB,2006,0
GIB,2007,0
GIB,2008,0
GIB,2009,0
GIB,2010,0
GIB,2011,0
GIB,2012,0
GIB,2013,0
GIB,2014,0
GIB,2015,0
GIB,2016,0
GIB,2017,0
GIB,2018,0
GIB,2019,0
GIB,2020,0
GRC,1960,0
GRC,1961,0
GRC,1962,0
GRC,1963,0
GRC,1964,0
GRC,1965,0
GRC,1966,0
GRC,1967,0
GRC,1968,0
GRC,1969,0
GRC,1970,0
GRC,1971,0
GRC,1972,0
GRC,1973,0
GRC,1974,0
GRC,1975,0
GRC,1976,0
GRC,1977,0
GRC,1978,0
GRC,1979,0
GRC,1980,0
GRC,1981,0
GRC,1982,0
GRC,1983,0
GRC,1984,0
GRC,1985,0
GRC,1986,0
GRC,1987,0
GRC,1988,0
GRC,1989,0
GRC,1990,0
GRC,1991,0
GRC,1992,0
GRC,1993,0
GRC,1994,0
GRC,1995,0
GRC,1996,0
GRC,1997,0
GRC,1998,0
GRC,1999,0
GRC,2000,0
GRC,2001,0
GRC,2002,0
GRC,2003,0
GRC,2004,0
GRC,2005,0
GRC,2006,0
GRC,2007,0
GRC,2008,0
GRC,2009,0
GRC,2010,0
GRC,2011,0
GRC,2012,0
GRC,2013,0
GRC,2014,0
GRC,2015,0
GRC,2016,0
GRC,2017,0
GRC,2018,0
GRC,2019,0
GRC,2020,0
GRL,1960,0
GRL,1961,0
GRL,1962,0
GRL,1963,0
GRL,1964,0
GRL,1965,0
GRL,1966,0
GRL,1967,0
GRL,1968,0
GRL,1969,0
GRL,1970,0
GRL,1971,0
GRL,1972,0
GRL,1973,0
GRL,1974,0
GRL,1975,0
GRL,1976,0
GRL,1977,0
GRL,1978,0
GRL,1979,0
GRL,1980,0
GRL,1981,0
GRL,1982,0
GRL,1983,0
GRL,1984,0
GRL,1985,0
GRL,1986,0
GRL,1987,0
GRL,1988,0
GRL,1989,0
GRL,1990,0
GRL,1991,0
GRL,1992,0
GRL,1993,0
GRL,1994,0
GRL,1995,0
GRL,1996,0
GRL,1997,0
GRL,1998,0
GRL,1999,0
GRL,2000,0
GRL,2001,0
GRL,2002,0
GRL,2003,0
GRL,2004,0
GRL,2005,0
GRL,2006,0
GRL,2007,0
GRL,2008,0
GRL,2009,0
GRL,2010,0
GRL,2011,0
GRL,2012,0
GRL,2013,0
GRL,2014,0
GRL,2015,0
GRL,2016,0
GRL,2017,0
GRL,2018,0
GRL,2019,0
GRL,2020,0
GRD,1960,0
GRD,1961,0
GRD,1962,0
GRD,1963,0
GRD,1964,0
GRD,1965,0
GRD,1966,0
GRD,1967,0
GRD,1968,0
GRD,1969,0
GRD,1970,0
GRD,1971,0
GRD,1972,0
GRD,1973,0
GRD,1974,0
GRD,1975,0
GRD,1976,0
GRD,1977,0
GRD,1978,0
GRD,1979,0
GRD,1980,0
GRD,1981,0
GRD,1982,0
GRD,1983,0
GRD,1984,0
GRD,1985,0
GRD,1986,0
GRD,1987,0
GRD,1988,0
GRD,1989,0
GRD,1990,0
GRD,1991,0
GRD,1992,0
GRD,1993,0
GRD,1994,0
GRD,1995,0
GRD,1996,0
GRD,1997,0
GRD,1998,0
GRD,1999,0
GRD,2000,0
GRD,2001,0
GRD,2002,0
GRD,2003,0
GRD,2004,0
GRD,2005,0
GRD,2006,0
GRD,2007,0
GRD,2008,0
GRD,2009,0
GRD,2010,0
GRD,2011,0
GRD,2012,0
GRD,2013,0
GRD,2014,0
GRD,2015,0
GRD,2016,0
GRD,2017,0
GRD,2018,0
GRD,2019,0
GRD,2020,0
GUM,1960,0
GUM,1961,0
GUM,1962,0
GUM,1963,0
GUM,1964,0
GUM,1965,0
GUM,1966,0
GUM,1967,0
GUM,1968,0
GUM,1969,0
GUM,1970,0
GUM,1971,0
GUM,1972,0
GUM,1973,0
GUM,1974,0
GUM,1975,0
GUM,1976,0
GUM,1977,0
GUM,1978,0
GUM,1979,0
GUM,1980,0
GUM,1981,0
GUM,1982,0
GUM,1983,0
GUM,1984,0
GUM,1985,0
GUM,1986,0
GUM,1987,0
GUM,1988,0
GUM,1989,0
GUM,1990,0
GUM,1991,0
GUM,1992,0
GUM,1993,0
GUM,1994,0
GUM,1995,0
GUM,1996,0
GUM,1997,0
GUM,1998,0
GUM,1999,0
GUM,2000,0
GUM,2001,0
GUM,2002,0
GUM,2003,0
GUM,2004,0
GUM,2005,0
GUM,2006,0
GUM,2007,0
GUM,2008,0
GUM,2009,0
GUM,2010,0
GUM,2011,0
GUM,2012,0
GUM,2013,0
GUM,2014,0
GUM,2015,0
GUM,2016,0
GUM,2017,0
GUM,2018,0
GUM,2019,0
GUM,2020,0
GTM,1960,0
GTM,1961,0
GTM,1962,0
GTM,1963,0
GTM,1964,0
GTM,1965,0
GTM,1966,0
GTM,1967,0
GTM,1968,0
GTM,1969,0
GTM,1970,0
GTM,1971,0
GTM,1972,0
GTM,1973,0
GTM,1974,0
GTM,1975,0
GTM,1976,0
GTM,1977,0
GTM,1978,0
GTM,1979,0
GTM,1980,0
GTM,1981,0
GTM,1982,0
GTM,1983,0
GTM,1984,0
GTM,1985,0
GTM,1986,0
GTM,1987,0
GTM,1988,0
GTM,1989,0
GTM,1990,0
GTM,1991,0
GTM,1992,0
GTM,1993,0
GTM,1994,0
GTM,1995,0
GTM,1996,0
GTM,1997,0
GTM,1998,0
GTM,1999,0
GTM,2000,0
GTM,2001,0
GTM,2002,0
GTM,2003,0
GTM,2004,67.96470197
GTM,2005,88.9838913
GTM,2006,110.2889494
GTM,2007,136.1598097
GTM,2008,145.0173048
GTM,2009,139.5224579
GTM,2010,138.9133376
GTM,2011,146.1807041
GTM,2012,154.611569
GTM,2013,157.5225943
GTM,2014,155.545253
GTM,2015,151.6209899
GTM,2016,150.8470422
GTM,2017,149.4548474
GTM,2018,146.0211146
GTM,2019,145.880619
GTM,2020,0
GIN,1960,0
GIN,1961,0
GIN,1962,0
GIN,1963,0
GIN,1964,0
GIN,1965,0
GIN,1966,0
GIN,1967,0
GIN,1968,0
GIN,1969,0
GIN,1970,0
GIN,1971,0
GIN,1972,0
GIN,1973,0
GIN,1974,0
GIN,1975,0
GIN,1976,0
GIN,1977,0
GIN,1978,0
GIN,1979,0
GIN,1980,0
GIN,1981,0
GIN,1982,0
GIN,1983,0
GIN,1984,0
GIN,1985,0
GIN,1986,0
GIN,1987,0
GIN,1988,0
GIN,1989,0
GIN,1990,0
GIN,1991,0
GIN,1992,0
GIN,1993,0
GIN,1994,0
GIN,1995,0
GIN,1996,0
GIN,1997,0
GIN,1998,0
GIN,1999,0
GIN,2000,0
GIN,2001,0
GIN,2002,0
GIN,2003,0
GIN,2004,2.482832642
GIN,2005,2.727576488
GIN,2006,3.018163859
GIN,2007,3.562402096
GIN,2008,3.981839433
GIN,2009,4.852169267
GIN,2010,5.852774681
GIN,2011,7.374281664
GIN,2012,9.36095947
GIN,2013,15.12654112
GIN,2014,11.51583437
GIN,2015,16.55259008
GIN,2016,12.17333252
GIN,2017,11.86277934
GIN,2018,12.26591387
GIN,2019,12.13532109
GIN,2020,0
GNB,1960,0
GNB,1961,0
GNB,1962,0
GNB,1963,0
GNB,1964,0
GNB,1965,0
GNB,1966,0
GNB,1967,0
GNB,1968,0
GNB,1969,0
GNB,1970,0
GNB,1971,0
GNB,1972,0
GNB,1973,0
GNB,1974,0
GNB,1975,0
GNB,1976,0
GNB,1977,0
GNB,1978,0
GNB,1979,0
GNB,1980,0
GNB,1981,0
GNB,1982,0
GNB,1983,0
GNB,1984,0
GNB,1985,0
GNB,1986,0
GNB,1987,0
GNB,1988,0
GNB,1989,0
GNB,1990,0
GNB,1991,0
GNB,1992,0
GNB,1993,0
GNB,1994,0
GNB,1995,0
GNB,1996,0
GNB,1997,0
GNB,1998,0
GNB,1999,0
GNB,2000,0
GNB,2001,0
GNB,2002,0
GNB,2003,0
GNB,2004,0
GNB,2005,0
GNB,2006,0
GNB,2007,0
GNB,2008,0
GNB,2009,0
GNB,2010,0
GNB,2011,0
GNB,2012,0
GNB,2013,0
GNB,2014,0
GNB,2015,0
GNB,2016,0
GNB,2017,0
GNB,2018,0
GNB,2019,0
GNB,2020,0
GUY,1960,0
GUY,1961,0
GUY,1962,0
GUY,1963,0
GUY,1964,0
GUY,1965,0
GUY,1966,0
GUY,1967,0
GUY,1968,0
GUY,1969,0
GUY,1970,0
GUY,1971,0
GUY,1972,0
GUY,1973,0
GUY,1974,0
GUY,1975,0
GUY,1976,0
GUY,1977,0
GUY,1978,0
GUY,1979,0
GUY,1980,0
GUY,1981,0
GUY,1982,0
GUY,1983,0
GUY,1984,0
GUY,1985,0
GUY,1986,0
GUY,1987,0
GUY,1988,0
GUY,1989,0
GUY,1990,0
GUY,1991,0
GUY,1992,0
GUY,1993,0
GUY,1994,0
GUY,1995,0
GUY,1996,0
GUY,1997,0
GUY,1998,0
GUY,1999,0
GUY,2000,0
GUY,2001,0
GUY,2002,0
GUY,2003,0
GUY,2004,0
GUY,2005,0
GUY,2006,0
GUY,2007,0
GUY,2008,0
GUY,2009,0
GUY,2010,0
GUY,2011,0
GUY,2012,0
GUY,2013,0
GUY,2014,0
GUY,2015,0
GUY,2016,0
GUY,2017,0
GUY,2018,0
GUY,2019,0
GUY,2020,0
HTI,1960,0
HTI,1961,0
HTI,1962,0
HTI,1963,0
HTI,1964,0
HTI,1965,0
HTI,1966,0
HTI,1967,0
HTI,1968,0
HTI,1969,0
HTI,1970,0
HTI,1971,0
HTI,1972,0
HTI,1973,0
HTI,1974,0
HTI,1975,0
HTI,1976,0
HTI,1977,0
HTI,1978,0
HTI,1979,0
HTI,1980,0
HTI,1981,0
HTI,1982,0
HTI,1983,0
HTI,1984,0
HTI,1985,0
HTI,1986,0
HTI,1987,0
HTI,1988,0
HTI,1989,0
HTI,1990,0
HTI,1991,0
HTI,1992,0
HTI,1993,0
HTI,1994,0
HTI,1995,0
HTI,1996,0
HTI,1997,0
HTI,1998,0
HTI,1999,0
HTI,2000,0
HTI,2001,0
HTI,2002,0
HTI,2003,0
HTI,2004,1.162697804
HTI,2005,1.25494238
HTI,2006,1.241458309
HTI,2007,1.274241974
HTI,2008,2.251879653
HTI,2009,1.78323878
HTI,2010,1.850508149
HTI,2011,1.804151696
HTI,2012,2.127435199
HTI,2013,2.950951057
HTI,2014,3.797641989
HTI,2015,2.2051612
HTI,2016,2.044701068
HTI,2017,1.680886457
HTI,2018,0
HTI,2019,0
HTI,2020,0
HND,1960,0
HND,1961,0
HND,1962,0
HND,1963,0
HND,1964,0
HND,1965,0
HND,1966,0
HND,1967,0
HND,1968,0
HND,1969,0
HND,1970,0
HND,1971,0
HND,1972,0
HND,1973,0
HND,1974,0
HND,1975,0
HND,1976,0
HND,1977,0
HND,1978,0
HND,1979,0
HND,1980,0
HND,1981,0
HND,1982,0
HND,1983,0
HND,1984,0
HND,1985,0
HND,1986,0
HND,1987,0
HND,1988,0
HND,1989,0
HND,1990,0
HND,1991,0
HND,1992,0
HND,1993,0
HND,1994,0
HND,1995,0
HND,1996,0
HND,1997,0
HND,1998,0
HND,1999,0
HND,2000,0
HND,2001,0
HND,2002,0
HND,2003,0
HND,2004,0
HND,2005,0
HND,2006,0
HND,2007,0
HND,2008,0
HND,2009,0
HND,2010,0
HND,2011,100.1960395
HND,2012,109.923135
HND,2013,109.6026247
HND,2014,110.0756821
HND,2015,110.2337696
HND,2016,110.0149532
HND,2017,111.6389385
HND,2018,114.2225104
HND,2019,113.8704389
HND,2020,0
HKG,1960,0
HKG,1961,0
HKG,1962,0
HKG,1963,0
HKG,1964,0
HKG,1965,0
HKG,1966,0
HKG,1967,0
HKG,1968,0
HKG,1969,0
HKG,1970,0
HKG,1971,0
HKG,1972,0
HKG,1973,0
HKG,1974,0
HKG,1975,0
HKG,1976,0
HKG,1977,0
HKG,1978,0
HKG,1979,0
HKG,1980,0
HKG,1981,0
HKG,1982,0
HKG,1983,0
HKG,1984,0
HKG,1985,0
HKG,1986,0
HKG,1987,0
HKG,1988,0
HKG,1989,0
HKG,1990,0
HKG,1991,0
HKG,1992,0
HKG,1993,0
HKG,1994,0
HKG,1995,0
HKG,1996,0
HKG,1997,0
HKG,1998,0
HKG,1999,0
HKG,2000,0
HKG,2001,0
HKG,2002,0
HKG,2003,0
HKG,2004,0
HKG,2005,0
HKG,2006,0
HKG,2007,0
HKG,2008,0
HKG,2009,0
HKG,2010,0
HKG,2011,0
HKG,2012,0
HKG,2013,0
HKG,2014,0
HKG,2015,0
HKG,2016,0
HKG,2017,0
HKG,2018,0
HKG,2019,0
HKG,2020,0
HUN,1960,0
HUN,1961,0
HUN,1962,0
HUN,1963,0
HUN,1964,0
HUN,1965,0
HUN,1966,0
HUN,1967,0
HUN,1968,0
HUN,1969,0
HUN,1970,0
HUN,1971,0
HUN,1972,0
HUN,1973,0
HUN,1974,0
HUN,1975,0
HUN,1976,0
HUN,1977,0
HUN,1978,0
HUN,1979,0
HUN,1980,0
HUN,1981,0
HUN,1982,0
HUN,1983,0
HUN,1984,0
HUN,1985,0
HUN,1986,0
HUN,1987,0
HUN,1988,0
HUN,1989,0
HUN,1990,0
HUN,1991,0
HUN,1992,0
HUN,1993,0
HUN,1994,0
HUN,1995,0
HUN,1996,0
HUN,1997,0
HUN,1998,0
HUN,1999,0
HUN,2000,0
HUN,2001,0
HUN,2002,0
HUN,2003,0
HUN,2004,0
HUN,2005,0
HUN,2006,0
HUN,2007,0
HUN,2008,0
HUN,2009,0
HUN,2010,0
HUN,2011,0
HUN,2012,680.1922876
HUN,2013,590.3989561
HUN,2014,532.9393665
HUN,2015,491.1507704
HUN,2016,470.3865512
HUN,2017,468.9644006
HUN,2018,467.334472
HUN,2019,477.6514023
HUN,2020,0
ISL,1960,0
ISL,1961,0
ISL,1962,0
ISL,1963,0
ISL,1964,0
ISL,1965,0
ISL,1966,0
ISL,1967,0
ISL,1968,0
ISL,1969,0
ISL,1970,0
ISL,1971,0
ISL,1972,0
ISL,1973,0
ISL,1974,0
ISL,1975,0
ISL,1976,0
ISL,1977,0
ISL,1978,0
ISL,1979,0
ISL,1980,0
ISL,1981,0
ISL,1982,0
ISL,1983,0
ISL,1984,0
ISL,1985,0
ISL,1986,0
ISL,1987,0
ISL,1988,0
ISL,1989,0
ISL,1990,0
ISL,1991,0
ISL,1992,0
ISL,1993,0
ISL,1994,0
ISL,1995,0
ISL,1996,0
ISL,1997,0
ISL,1998,0
ISL,1999,0
ISL,2000,0
ISL,2001,0
ISL,2002,0
ISL,2003,0
ISL,2004,0
ISL,2005,0
ISL,2006,0
ISL,2007,0
ISL,2008,0
ISL,2009,0
ISL,2010,0
ISL,2011,0
ISL,2012,0
ISL,2013,0
ISL,2014,0
ISL,2015,0
ISL,2016,0
ISL,2017,0
ISL,2018,0
ISL,2019,0
ISL,2020,0
IND,1960,0
IND,1961,0
IND,1962,0
IND,1963,0
IND,1964,0
IND,1965,0
IND,1966,0
IND,1967,0
IND,1968,0
IND,1969,0
IND,1970,0
IND,1971,0
IND,1972,0
IND,1973,0
IND,1974,0
IND,1975,0
IND,1976,0
IND,1977,0
IND,1978,0
IND,1979,0
IND,1980,0
IND,1981,0
IND,1982,0
IND,1983,0
IND,1984,0
IND,1985,0
IND,1986,0
IND,1987,0
IND,1988,0
IND,1989,0
IND,1990,0
IND,1991,0
IND,1992,0
IND,1993,0
IND,1994,0
IND,1995,0
IND,1996,0
IND,1997,0
IND,1998,0
IND,1999,0
IND,2000,0
IND,2001,0
IND,2002,0
IND,2003,0
IND,2004,0
IND,2005,0
IND,2006,0
IND,2007,0
IND,2008,0
IND,2009,0
IND,2010,0
